Wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303
839.916,-11,-15,-15,-46,-23,-24,-21,-37,-32,-32,-15,-22,-31,-25,-28,-23,-17,-25,-31,-4,-17,-20,-13,-35,-22,-12,-40,-26,-25,-24,-23,-25,-24,-13,-33,-16,-12,-36,-26,-25,-10,-11,-35,-20,-17,-12,-18,-29,-22,-29,-39,-39,-27,-28,-25,-53,-22,-17,-25,27,-25,-33,-58,-12,-40,-10,-31,-29,-24,-30,-25,-20,-35,-50,-44,-35,-38,-26,-15,-52,-21,-33,-24,-21,-38,-31,-16,-43,-14,-38,-35,-11,-44,-31,-35,-42,-27,-30,-16,-42,-24,-40,-31,-15,-28,-52,-21,-19,-29,-19,-30,-15,-37,-19,-10,-25,-28,-35,-34,-23,-14,-30,-14,-26,-25,-45,-34,-26,-25,-25,-24,-16,-31,-17,-37,-26,-17,0,14,-8,-10,3,-18,5,6,-6,15,7,-30,-5,-22,-1,-15,4,-20,-17,-34,-22,-12,5,-24,-12,-34,-13,-2,-3,-17,-16,3,-21,-22,-9,-27,-34,-34,-30,-25,-17,-17,-34,-21,-35,-20,-21,-18,-32,-4,-38,-24,-32,-13,-23,-19,-26,-18,-28,-18,-30,-22,-23,-22,8,-24,-28,-29,-26,-17,-23,-20,-24,-42,-30,-34,-38,-31,-29,-35,-50,-6,-30,-25,-25,-14,-32,-33,-42,-24,-45,-25,-26,-44,-28,-37,-53,-6,-55,-33,-39,-43,-30,-44,-25,-26,-52,-24,-30,-24,-25,-38,-22,-47,-32,-35,-35,-32,-31,-27,-37,-31,-14,-12,-38,-25,-6,-16,-34,-19,-28,-18,-15,-27,-22,-29,-24,-38,-7,-27,-45,-38,-29,-38,-16,-27,-13,-19,-36,-29,-38,-7,-24,-39,-28,-18,-42,-26,-25,-25,-43,-13,-16,-30,-28,-30
840.699,-26,-31,-30,-16,-30,-24,-28,-26,-45,-43,-25,-24,-34,-20,-30,-51,-16,-38,-31,-17,-38,-20,-24,-12,-42,-33,-24,-31,-32,-22,-33,-36,-28,-30,-44,-26,-29,-20,-21,-30,-31,-19,-19,-26,-20,-34,-24,-24,-15,-28,-36,-34,-13,-23,-24,-20,-37,-27,-17,-14,-28,-38,-19,-26,-22,-30,-23,-18,-11,-24,-24,-13,-7,-48,-24,-4,-52,-29,-38,-48,-43,-48,-31,-19,-20,-30,-16,-34,-35,-36,-38,-8,-48,-37,-18,-38,-51,-29,-23,-41,-32,-31,-23,-21,-30,-45,-23,-45,-13,-15,-29,-28,-38,-24,-37,-33,-29,-17,-4,-34,-22,-25,-15,-44,-7,-43,-30,-32,-38,-19,-47,-26,-38,-32,-20,-24,-34,-11,-6,-20,-29,6,-15,-47,1,0,-2,-3,-10,-9,-28,-21,-3,-26,3,-26,-13,-26,-21,-9,-10,-15,-20,6,-12,-27,-20,-21,-22,-21,-10,-32,-21,-9,-20,-33,-4,-14,-34,-16,-22,-24,-10,-13,-39,-24,-19,-13,-8,-31,-29,-20,0,-41,-36,-5,-31,-32,-31,-24,-24,-32,-15,-38,-25,-38,-40,-37,-44,-46,0,-30,-66,-52,-37,-36,-45,-16,-46,-36,-39,-32,-34,-44,-44,-36,-31,-47,-17,-42,-34,-34,-39,-48,-30,-25,-26,-24,-51,-26,-36,-37,-41,-49,-41,-22,-66,-24,-42,-25,-28,-39,-36,-41,-53,-38,-36,-29,-41,-29,-43,-21,-53,-23,-31,-49,-43,-19,-24,-64,-37,-45,-46,-41,-43,-35,-36,-42,-53,-34,-21,-42,-37,-33,-41,-39,-51,-46,-15,-22,-32,-30,-31,-28,-30,-42,11,-31,-39,-31,-27,-8,-37
841.481,3,-26,-19,-18,-33,-34,-26,-42,-4,-33,-14,-12,-20,-25,-32,-13,-41,-35,-23,-22,-14,-10,-34,-36,-19,-14,-5,-31,-11,-20,-38,-17,-42,-33,-30,-27,-42,-13,-39,-28,-48,-24,-19,-23,-22,-18,-19,-24,-12,-25,-25,-42,-38,-26,-13,-13,-40,-9,-18,-38,-19,-19,9,-26,-35,-25,-36,-34,-32,-40,-15,-34,-28,-14,-23,-9,-26,-8,-33,-24,-40,-46,-32,-35,-34,-29,-23,-13,-24,-28,-13,-22,-21,-31,-26,-38,-19,-14,-18,4,-22,-15,-46,-30,-36,-30,-12,-14,-26,-22,-17,-29,-37,-21,-11,-22,-36,1,-25,-20,-25,-18,-20,-24,-13,-40,5,-41,-37,-16,-34,-30,-19,-21,-23,-5,1,-22,2,-12,4,-7,27,-20,1,-6,5,3,-20,-6,11,-10,23,-15,-14,-13,10,12,3,-23,-24,-4,48,-26,4,-3,-5,6,-1,-40,3,-33,-27,-14,-29,-32,-15,-9,-7,-9,-9,-23,-12,-27,-21,5,-8,-33,-26,-3,-17,-23,7,-29,-11,-28,-18,-20,-18,-17,15,-15,-23,-33,-12,-17,-24,-8,-27,-8,-42,-43,-38,-46,-19,-27,-30,-22,-31,-47,-23,-29,-43,-30,-47,-11,-24,-22,-10,-41,-24,-53,-44,-26,-48,-7,-17,-26,1,-22,-37,-34,-23,-32,-25,-7,-23,-27,-28,-34,-14,-14,-24,-30,-18,-19,-51,-30,-16,-37,-18,-23,-27,-33,-23,-45,-22,-36,-26,-11,-34,-3,-44,-47,-8,-46,-14,-31,-47,-37,-14,-27,-46,-21,1,-32,-28,-34,-41,-17,-39,-35,-11,-25,-28,-25,-34,-21,9,-18,-57,-32,-28
842.263,-6,-20,-31,-17,-17,-7,-16,-22,-30,-25,-20,-25,-20,-19,-20,-19,-32,-22,-31,-32,-3,-15,-22,-29,-16,-26,-34,-24,-8,-32,-24,-28,-7,-19,-22,5,-32,-35,-32,-28,-23,-26,-35,-24,-45,-34,-24,-22,-21,-21,-29,-33,-27,-22,-12,-31,-21,-11,-18,-40,-28,-33,-9,-38,-18,-25,-42,-19,-28,9,-32,-31,-40,-38,-44,-22,-23,-19,-38,-34,-21,1,-48,-18,-28,-30,-13,-36,-19,-52,-27,-22,-10,-28,-40,-42,-50,-19,-27,-27,-19,-27,-36,-22,-27,-17,-38,-17,-26,-28,-14,-17,-35,-23,-22,-20,-28,-27,-28,-30,-8,-56,-21,-27,-32,-41,-31,-42,-31,-25,-12,-36,-35,-38,-1,-13,-23,-15,-15,-4,-10,-15,1,-6,12,-15,-28,-21,3,-9,-3,-22,3,-28,-18,-18,-7,-29,-23,-39,-6,-8,-12,-10,-19,-3,-4,-18,-83,-34,-23,-18,-17,-18,7,-17,-21,-13,-12,-17,-17,-43,4,-20,-8,-33,-2,-29,-26,-22,-19,-29,-53,-48,-41,-35,-7,-21,-14,-20,-19,-9,-1,-45,-25,-20,-33,-44,-26,-6,-34,-36,-37,-33,-41,-26,-11,-21,-30,-41,-45,-27,-36,-40,-29,-32,-36,-21,-13,-21,-29,-21,-28,-29,-27,-45,-36,-18,-41,-11,-49,-31,-31,-24,-48,-30,-30,-58,-49,-13,-24,-34,-15,-39,-25,-80,-28,-21,-50,-20,-26,-20,-33,-45,-18,-37,-20,-26,-44,-42,-46,-34,-18,-83,-29,-48,-43,-20,-25,-36,-21,-26,-18,-19,-33,-21,-29,-23,-29,-21,-28,-44,-37,-12,-26,-15,-21,-49,-18,-27,-30,-34,-23
843.045,-6,-23,-32,-30,-25,-20,-39,-8,9,-31,-8,-19,-6,-20,-24,-3,-10,-28,-29,-9,3,4,-18,-30,-22,0,1,-30,-13,-26,-14,-22,1,-37,-5,-15,-30,-28,-10,-20,-8,-7,-29,-21,-13,-22,-20,-23,-12,-11,-19,-22,-29,-14,4,11,-12,-41,-21,-21,-29,-35,-4,-34,-34,-12,-7,-12,-24,-17,-31,-1,-11,-26,-20,-25,-9,-2,-34,-32,-19,-24,-10,2,-13,7,-9,-7,-29,-14,-27,-2,-13,-27,-26,-17,-25,-36,-9,-14,-31,-24,-17,-26,10,-42,-21,-25,-27,-4,-20,-14,-7,-14,-28,-23,-4,-20,-16,7,-20,-28,-23,-2,-18,-23,-22,3,-31,3,-13,-10,-19,-26,-15,-14,-22,-9,-6,4,0,6,-6,-26,16,0,63,5,11,7,9,3,-23,24,8,-21,-13,-1,20,-3,-3,-4,8,-2,-2,-25,10,-14,-3,-6,-41,-5,-1,-2,-8,-1,-18,-17,-43,-8,-16,-8,-1,-15,-15,-19,-7,-11,-13,-27,-19,-17,2,-2,-26,-21,-21,-12,-10,-20,-24,-15,-7,11,-24,-24,-22,1,-15,-24,-23,-15,-13,-16,-33,-39,-8,-21,-16,-30,-24,-15,-35,-26,-6,-13,-19,-33,-33,-3,-9,61,-28,-10,-15,-17,-43,-31,-37,-17,-16,-29,-31,-3,-22,-22,-28,-11,-21,-38,-17,-18,-17,0,-26,-18,-17,-18,-5,-28,-19,-31,-12,-13,-36,-27,-24,-24,8,-22,-26,-21,-29,-15,-19,-14,-22,-45,-24,-13,-10,-24,-28,-24,-39,-45,-31,-23,-26,-16,-10,-16,-18,-37,-18,-11,-22,-8,-23,-15,-29,-18,-18
843.828,14,-8,-26,-17,-16,-10,-3,5,2,-18,-2,9,-20,-15,2,-12,-7,-23,-12,-30,-17,-22,-15,-22,-15,16,-12,-15,-11,-12,-2,-17,-4,-19,-25,-18,-14,-20,-7,-21,-13,-14,-8,4,9,10,-9,-19,-21,-9,-20,-26,-22,-22,3,-7,-11,-1,-3,13,-15,-1,-13,2,-22,-17,-28,-49,-6,-13,-17,-18,-8,-3,-14,-14,11,-7,-6,-12,3,-11,-6,-25,-27,-30,-8,-8,-5,-7,-20,-20,-2,-6,-10,-17,0,-29,0,9,-24,-6,4,-6,-8,-2,-11,-4,-27,2,-9,2,3,14,-19,-11,-20,4,-15,-40,5,5,-25,-21,-3,-17,1,-17,-11,-13,-14,-4,-10,17,-5,-17,-7,22,5,8,21,5,9,-6,-9,13,7,9,13,11,21,3,2,0,-16,13,-5,23,-4,-12,-2,0,-5,3,5,0,15,2,-13,-7,3,-3,12,-3,1,61,-9,-7,-23,5,-15,-14,-10,1,-7,-18,-12,13,-4,8,1,8,10,-1,-13,-16,-21,-35,5,-12,-9,-4,-12,-4,1,9,-13,-14,-14,0,-9,-5,-19,7,-28,-3,8,-7,-11,-7,-3,-15,-1,-26,-15,-13,-16,-5,-27,3,-32,-2,-7,-23,-15,4,-9,6,-26,15,-16,-17,-5,-10,-24,-5,-34,-13,-21,-15,-12,2,-4,-2,-16,-14,2,-1,-12,-27,-8,-23,-11,-3,-18,3,-14,-10,-15,-16,-6,3,-41,-8,-15,-26,18,-5,-13,-11,-1,-8,2,-17,-14,0,-19,-11,-12,0,-24,-14,5,-1,-11,-11,-21,-10,-19,6,-25,2,-13
844.61,5,-31,-9,-14,-17,-34,-4,-23,4,-19,-8,-22,-21,-12,-11,-29,-4,-15,-1,-24,5,-12,-12,-8,-31,8,6,-11,-20,-15,-16,-6,-12,7,-14,-29,0,-16,10,-27,-37,-7,-5,-7,-14,-7,12,-30,-11,-12,-10,-13,-22,-21,10,-14,-28,-5,-38,-3,-16,-37,-23,-15,-15,-25,-5,-11,-7,-20,-12,-22,-33,-10,-38,-6,-28,-6,-41,-26,-7,-24,-43,-15,-10,-25,-22,-3,-9,-18,-25,-2,-26,-14,-1,-15,-3,-14,1,-16,-12,-29,7,-32,-21,-28,-37,-34,-6,-21,-4,-34,-25,-18,-14,-26,-4,-38,-34,-33,-17,-16,23,-24,-21,-3,-31,-8,-15,-21,-7,5,-21,-18,-2,2,-17,-19,21,-20,20,-3,23,5,25,16,33,19,1,16,-4,2,19,-27,18,-7,-2,-3,8,10,-19,-9,-20,3,-10,27,-14,8,-1,-4,-1,-12,0,-14,-16,-2,16,-1,1,-26,-1,14,-17,-20,-1,-24,-1,-14,0,37,-6,-8,-16,-12,-6,-14,-27,-22,-29,-8,-6,-16,-7,11,-34,-1,-44,-4,-30,-29,10,-15,-7,-14,34,-36,-22,-18,-37,-8,-27,-10,-17,-20,-10,0,-11,-17,-20,-13,-27,-5,-9,-12,-7,-18,-7,-18,-43,-15,-2,-18,-22,-4,-36,-9,-17,-2,-15,-22,-10,-11,-22,-30,-10,-21,-20,-2,-6,-8,-27,-16,0,-23,-21,-18,-35,-19,-28,-30,-16,-16,-11,-8,-31,-7,-4,-21,-16,-9,-26,-21,-38,-16,-18,-25,-15,-29,-27,-25,-16,-41,-49,-20,-29,-21,-36,-15,-29,5,-3,-20,-12
845.392,13,5,6,-13,-7,7,1,-5,-20,-15,1,-14,-22,-11,-14,-7,7,-4,-20,17,-1,-17,-13,-8,-2,1,-3,4,-8,-2,-3,-5,-1,-11,-5,14,5,-19,-16,-8,10,-6,-6,2,-5,7,-4,-6,-10,-5,-29,-7,-31,-3,-17,1,-36,-9,-1,-3,4,8,-26,-13,-18,-11,-20,-19,-12,-8,10,-7,-6,-3,-4,1,5,-20,5,-6,-8,-25,-18,2,-11,-7,-16,5,-40,-8,-9,-13,43,2,-9,-15,18,-15,3,2,-1,-20,-23,-33,-4,-5,-4,-11,-11,5,1,5,-49,1,-26,-19,-14,-60,7,12,-15,-23,-10,-56,-3,12,-12,5,-5,2,-23,3,6,-1,-18,-9,4,-1,-11,-12,30,10,21,14,12,5,12,11,6,1,-13,7,17,8,7,15,9,-2,15,10,-8,14,6,1,-4,4,5,-7,9,-4,3,-5,10,-17,-11,-4,24,1,-4,5,1,6,12,0,-5,4,-12,-7,-13,0,-5,-2,-3,-19,10,-4,-3,2,-27,13,17,0,-8,-17,40,5,2,2,-30,-6,-31,-16,-19,3,0,-26,-3,-15,10,-8,-2,-13,2,-21,-24,-8,-10,5,-9,-9,-30,7,-18,-19,-16,0,-9,-3,18,9,-11,-27,8,-6,-27,-2,-12,-14,46,-21,-29,-17,-30,1,-21,-8,-10,-23,-6,-7,-15,-20,-8,-19,-8,-9,-7,-36,-3,0,-31,-2,-18,-4,-22,-35,-31,-40,-6,1,3,-4,-21,-7,-6,2,-20,-7,-17,-5,4,2,-4,-11,0,-25,-13,-21,-18,1,-31,2,-12
846.174,7,-12,-5,-8,-26,-25,-14,-19,-19,-18,-34,-36,-14,-15,10,-19,-14,-19,-1,6,-7,-45,-19,-20,-14,-45,21,-18,-18,-4,-14,-24,-35,-23,-17,-9,-8,-15,-4,-32,-39,-25,-1,-4,-16,-5,-18,-13,0,-20,8,-2,-15,-7,-30,-47,-8,-25,-21,-6,-20,-6,-26,-11,11,-28,-9,-1,-8,15,-24,-7,-8,-23,-28,7,-11,-15,-7,-21,-4,-17,4,-31,-26,-9,-18,-12,-35,-14,-11,-17,-29,-18,-8,-11,-1,-29,-37,-23,-9,-13,-8,-15,5,4,-19,-30,-13,-10,-29,-8,-11,5,-17,-22,-32,-13,-10,-13,-8,-8,-18,-33,-16,-22,-27,-13,5,-16,-18,-12,-15,23,20,-26,-1,9,-5,12,7,-7,11,29,6,9,14,4,0,-32,11,-7,24,-20,29,1,-5,-8,1,-13,1,-30,-18,21,-1,-9,-2,5,15,-5,-11,-1,-14,-17,-14,-34,-12,10,-26,-4,10,-11,2,6,10,-14,-23,-12,-1,11,-3,-16,-24,-16,-4,-5,-13,-8,-21,0,-21,-34,-6,-20,-8,-6,-24,-28,-3,-9,-41,-10,-38,-24,-2,-25,-9,-38,-3,8,-36,-1,-10,-20,-6,-4,-16,52,-14,-8,-32,-14,-20,-46,-13,-14,-10,-5,-22,-27,-12,17,-11,-12,-20,-5,-9,1,-14,-26,-18,-3,-11,-17,-32,-16,-30,-28,-19,-32,-25,4,-22,-32,-25,-16,-16,-23,-6,-13,-29,-25,-5,-31,-28,-38,-19,2,-22,-8,-44,-25,-9,-5,-30,-20,-20,-19,-8,-36,-18,-30,-20,-30,-15,-33,-8,4,-1,-15,-21,-35,-1
846.956,-11,-25,-40,-39,-20,-30,-47,-26,-47,-37,-48,-33,-37,-30,-48,-23,-33,-16,-46,-36,-42,-22,-33,-27,-51,-36,-49,-31,-42,-61,-49,-27,-39,-28,-40,-49,-57,-46,-67,-34,-22,-23,-34,-36,-52,-47,-40,-39,-44,-45,-45,-61,-34,-37,-56,-52,-42,-42,-36,-34,-48,-47,-44,-49,-37,-12,-31,-54,-32,-44,-59,-38,-51,-39,-46,-24,-36,-37,-41,-48,-37,-30,-47,-55,-36,-54,-40,-27,-32,-47,-29,-53,-54,-41,-45,-56,-34,-46,-32,-21,-41,-44,-24,-41,-23,-47,-38,-44,-45,-66,-48,-45,-63,-37,-44,-39,-46,-36,-28,-62,-38,-46,-35,-57,-33,-19,-45,-40,-59,-38,-34,-35,-31,-43,-47,-35,-27,-28,-25,4,-2,-13,-31,-33,-24,-28,-16,-9,-24,-26,-19,-16,-11,-20,-38,-12,-16,-28,-14,-23,-39,-38,-70,-39,-37,-14,-37,-53,-41,-49,-16,-42,-24,-31,-26,-40,-31,-38,-39,-28,-10,-30,-36,-25,-11,-109,-19,-17,-38,-41,-31,-38,-51,-43,-33,-42,-34,-34,-25,-30,34,-45,-27,-12,-32,-22,-27,-23,-49,-50,-47,-43,-50,-42,-38,-69,-50,-30,-32,-19,-42,-41,-51,-31,-45,-28,-47,-44,-32,-55,-54,-53,-46,-67,-53,-74,-43,-71,-48,-34,-42,-28,-63,-37,-33,-19,-34,-41,-26,-21,-54,-29,-12,-30,-33,-57,-44,-35,-54,-20,-55,-45,-38,-50,-40,-43,-38,-54,-32,-29,-41,-104,-34,-35,-29,-77,-39,-56,-34,-30,-45,-46,-54,-48,-45,-50,-35,-27,-31,-56,-51,-40,-13,-36,-53,-25,-47,-22,-37,-47,-48,-47,-37
847.738,-51,-56,-55,-77,-76,-73,-66,-12,-67,-77,-63,-52,-102,-56,-59,-72,-70,-64,-62,-71,-71,-71,-68,-63,-88,-54,-70,-54,-116,-68,-83,-57,-46,-82,-53,-67,-79,-70,-78,-67,-101,-71,-60,-66,-70,-69,-61,-60,-57,-83,-78,-67,-67,-69,-75,-70,-122,-61,-58,-66,-56,-77,-57,-55,-67,-67,-46,-67,-65,-65,-41,-61,-62,-58,-61,-63,-77,-50,-63,-50,-59,-94,-63,-33,-60,-59,-68,-80,-61,-70,-76,-74,-69,-87,-77,-69,-74,-51,-46,-62,-54,-57,-74,-67,-66,-69,-78,-84,-96,-73,-75,-77,-65,-73,-68,-64,-90,-98,-72,-78,-80,-38,-79,-43,-66,-61,-62,-75,-84,-79,-75,-66,-77,-62,-61,-67,-70,-49,-48,-30,-54,-48,-42,-41,-21,-40,-59,-66,-42,-47,-72,-59,-43,-48,-46,-42,-59,-111,-58,-64,-41,-66,-49,-43,-84,-44,-59,-47,-81,-62,-63,-48,-58,-60,-70,-48,-63,-62,-52,-58,-66,-59,-59,-42,-84,-67,-68,-58,-42,-60,-44,-50,-1,-47,-71,-62,-61,-56,-54,-64,-59,-58,-98,-60,-62,-68,-47,-55,-81,-50,-61,-69,-68,-73,-64,-70,-70,-66,-98,-84,-58,-68,-77,-65,-74,-57,-82,-61,-50,-81,-60,-63,-62,-60,-70,-58,-57,-71,-59,-65,-118,-75,-47,-71,-64,-85,-49,-83,-67,-60,-48,-87,-80,-57,-76,-97,-67,-79,-74,-46,-66,-88,-82,-64,-67,-89,-57,-75,-72,-80,-63,-67,-49,-46,-88,-67,-47,-51,-51,-80,-53,-74,-63,-51,-79,-70,-58,-64,-84,-72,-60,-83,-72,-59,-66,-66,-71,-53,-82,-81,-73,-57,-67
848.52,4,-50,-45,-11,-29,-19,-20,-24,-24,-24,-44,-25,-29,-42,-46,-7,-38,-56,-31,-36,-26,-12,-14,-28,-8,-24,-19,-24,-28,-46,-16,-5,-12,-33,-37,-13,-24,-34,-7,-30,-31,-18,-43,-4,-7,-28,-38,-33,-44,-26,-9,-35,-39,-15,-19,-27,-18,-15,-21,-14,-32,3,-14,-20,-10,-31,-25,-16,-28,-24,-26,-35,-35,-27,-19,-33,-46,-33,-33,-13,-36,-38,-28,-38,-25,-29,-19,-34,-15,-53,-19,-15,-15,-23,-13,-28,-22,-15,-28,-16,-24,-29,-31,-30,-29,-30,-31,-21,-15,-55,-14,-31,-41,-13,-33,-23,-26,-21,-1,-21,-17,-40,-19,-18,-19,-28,-40,-26,-32,-37,2,-6,-47,-23,-11,-11,-15,-16,12,0,8,4,-1,16,2,-34,8,-9,-12,-4,-14,-5,-7,-14,-17,-8,21,-14,2,-17,2,-5,-18,-5,-17,-29,3,-22,-15,-8,-17,-30,-14,-23,-18,-15,-26,-1,-12,-29,-45,-35,-33,-16,-35,-38,-19,-15,-14,-20,1,-22,-10,-18,-37,-15,-34,-3,-7,0,-35,-34,-20,-11,1,-21,-24,-10,-13,-5,-19,-4,-28,-31,-41,-24,-21,-13,-29,-30,-30,-19,-33,-18,-23,-40,-38,-7,-14,-33,-36,-15,-27,-30,-8,-27,-38,-9,-2,-38,-41,-19,-11,-44,-28,-25,-41,-21,-30,-47,-25,-30,-33,-29,-15,1,-4,-17,-17,-4,-28,-22,-20,-46,-15,-17,-46,-22,0,-51,-46,-6,4,-8,-32,-24,-32,-25,-56,-33,-39,-27,-23,4,-21,-39,-42,-27,-24,-21,-24,-5,-23,-48,-9,-49,-8,-40,-45,-42,-28,-34,-32
849.302,-15,-5,-25,-16,-11,4,-21,-26,-20,-19,-23,11,-7,-23,-13,-17,-4,-8,-8,-9,-6,-12,-20,-12,-17,-15,-5,-2,-22,-9,-5,-30,8,11,-18,-23,-17,-29,-14,-16,-11,-27,-11,11,-14,-2,-48,-19,-23,-26,-2,-19,-17,-21,-16,-43,-12,-6,-8,-23,-6,-8,-21,-10,-5,9,-36,-83,-10,-12,-39,-11,-19,1,-10,-21,-11,-30,-19,-11,-28,-26,-9,-33,-9,-15,-6,1,-16,-34,-22,-12,-6,-23,-16,-9,-13,-35,-18,-21,-20,0,-13,-14,-14,-28,-2,-9,-19,-25,-9,-15,-30,-37,-11,-23,-15,-16,-14,-16,3,-23,-21,-38,-27,-32,-20,-27,-6,-23,-9,-14,-25,-26,-29,-18,-16,-8,-9,18,3,7,-23,5,12,17,-18,2,7,13,0,-4,-3,2,-8,-20,1,-21,-8,-7,14,-7,-31,5,-4,-14,1,-5,-19,2,-4,-12,3,-12,-11,-8,-4,-5,-18,9,5,-21,2,-18,-20,-26,-6,-15,-60,-14,-16,-17,-19,-17,-17,-20,-35,-1,-1,5,-27,-24,-2,-10,6,-21,-19,-21,-35,-31,-37,-14,-21,4,-16,-7,-11,-17,-37,-2,-33,-62,-11,-22,-16,-30,-13,-15,-42,-22,7,-8,-31,-29,-22,-30,-26,-23,-27,-13,-21,-13,-18,1,-21,-35,-12,-15,-37,-4,-44,-30,-33,-21,-18,-22,-23,-23,-21,-25,-27,-28,-38,-17,-26,-14,5,-14,-29,-24,-39,-27,-1,-32,-33,-33,-27,-8,-25,-29,-26,-8,-34,-11,-19,-13,-34,-7,-10,-36,-20,-17,-14,-27,-4,-12,-2,-18,-13,-3,-13,-3,-30
850.084,-7,-36,-25,-58,-45,-53,-47,-22,-50,-51,-27,-48,-57,-50,-37,-54,-27,-46,-59,-51,-48,-49,-34,-42,-45,-41,-46,-39,-47,-60,-25,-36,-46,-42,-41,-47,-56,-30,-28,-44,-54,-49,-41,-50,-18,-39,-41,-47,-46,-30,-36,-39,-52,-46,-45,-34,-36,-37,-31,-31,-70,-63,-59,-30,-61,-24,-55,-31,-14,-33,-64,-52,-44,-44,-18,-57,-38,-34,-54,-33,-32,-51,-46,-52,-27,-19,-21,-46,-44,-37,-34,-25,-39,-55,-44,-36,-39,-31,-59,-34,-37,-33,-56,-52,-28,-38,-36,-47,-29,-33,-41,-42,-40,-40,-43,-27,-48,-23,-29,-39,-34,-64,-21,-51,-50,-63,-30,-31,-44,-42,-67,-34,-46,-51,-40,-63,-49,-54,-27,-48,-15,-4,-3,-20,-9,-36,-9,-40,-32,-16,-25,-26,-22,-38,-40,-16,-15,-30,-32,-35,-42,-59,-57,-24,-25,-95,-21,-30,-43,-41,-16,-31,-35,-23,-45,-45,-40,-51,-15,-28,-45,-34,-25,-45,-43,-43,-40,-54,-33,-79,-38,-42,-36,-44,-34,-23,-33,-40,-43,-30,-59,-39,-43,-16,-48,-41,-22,-64,-40,-47,-45,-29,-53,-44,-79,-35,-51,-65,-56,-44,-40,-27,-63,-30,-43,-58,-46,-54,-49,-42,-52,-37,-44,-43,-53,-33,-45,-49,-37,-32,-28,-46,-62,-32,-56,-57,-43,-38,-59,-39,-51,-52,-60,-31,-42,-64,-55,-36,-48,-44,-39,-42,-27,-44,-15,-46,-34,-30,-59,-47,-39,-29,-43,-56,-34,-65,-34,-27,-53,-36,-48,-39,-57,-45,-67,-64,-20,-58,-48,-34,-33,-49,-18,-71,-44,-49,-40,-56,-35,-48,-43,-10,-23
850.865,3,-18,-28,-15,-32,-25,7,3,-23,-24,-10,-8,-16,7,-4,3,-22,-34,-19,2,-21,-35,-30,-11,-1,-2,-16,-21,-21,-8,-28,-23,-41,-30,-18,-4,-14,-11,-33,-17,-3,-7,-1,-2,-6,-29,-26,-17,-2,-28,-14,-20,-5,-12,4,-4,-17,-13,-18,-15,2,-13,-8,-32,-24,-14,-27,-23,-12,-22,-23,-15,-35,3,-27,-14,-8,-20,-18,4,-44,-27,-25,-13,-10,-13,-10,1,-12,-27,-26,-20,-51,-32,-10,-30,-11,-21,-16,-22,-36,-10,-4,-28,-21,-21,-13,-32,-14,-21,-24,-12,-9,-2,-10,-11,-25,14,-16,-23,-1,-29,-13,-22,-4,-31,-4,-42,-23,-5,-9,-13,-13,-5,9,-5,-5,8,6,12,-5,24,3,26,-20,18,16,-12,-6,-9,5,0,7,-32,7,-10,0,-14,-7,9,7,-7,-9,3,-30,-11,-18,-22,-2,-28,-12,-37,-16,9,-1,-28,-7,-11,3,-40,-15,-13,-8,-6,-17,-4,-1,0,-5,-6,-19,-13,-3,-11,-6,-7,-7,-5,-10,-11,-9,-22,-37,-8,-18,-17,-15,-23,-12,-37,-13,-25,-23,-37,-39,-22,-5,-29,-20,-5,-23,-14,-5,-11,-30,30,-33,-22,-8,-37,-19,-32,-31,-7,-22,-1,-27,-15,-22,-13,-9,-8,3,-22,8,-3,-11,-2,-25,-30,1,-22,-20,-5,-20,-18,-34,-25,-11,-24,1,-4,-15,-29,-10,-17,-15,9,-24,-14,-38,-34,-11,-19,-22,-22,-23,-30,-3,-25,-24,-17,3,-36,-20,-19,-19,-37,-39,-2,-15,-34,-32,-10,-8,-8,-5,-15,-4,-29,-22,-29,-18
